,Class,TrackP,TrackPt
0,Ghost,1.61532863179,2.28639589537
1,Electron,2.65065040908,1.87851028369
2,Muon,1.59914016939,0.995645984152
3,Pion,1.51396744032,1.1209475477
4,Kaon,0.86822093611,0.924070205408
5,Proton,0.992794288217,0.857866657517
